Id,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
7885,73,13.1,6.2,2.3,4.9,46.2,0.2,0.5,34,1.4,2.2,65.8,0.9,1.5,2.1,1,0.4,0.2,1.4,0
7886,68,24.6,6.9,2.5,6.7,35.1,0.3,0.8,32.8,1.3,1.9,74.1,1.2,3.7,5.1,1.2,0.8,0.5,1.3,1
7887,89,33.2,11.6,4.1,9.2,46.9,0.6,1.6,20.5,2.6,3.6,77.3,0.9,3.3,4.1,3.7,1.3,0.4,2.2,1
7888,38,19.2,8.6,2.9,7.5,38.7,0.6,1.8,41.3,2.3,2.8,73.7,1,2.1,3.2,2.4,1,0.2,1.5,1
7889,63,13.5,4.6,1.7,4.3,38.5,0.1,0.6,28.8,0.8,1.1,72.9,0.4,0.9,1.3,2.4,1,0,1.2,1
7890,56,29.2,14,5.7,11.7,51.1,0.6,1.8,21.5,2.1,2.6,83.4,1.3,3.6,5,2.7,1,0.3,2.4,1
7891,63,18.2,8.9,4,6.5,60.7,0.1,0,-0.3,0.9,1.5,68.6,1.8,2.3,4.1,0.6,0.3,0.3,1.2,1
7892,54,10.5,4,1.6,3.9,41.4,0.3,1,32,0.6,0.9,62,0.5,1.5,2.2,0.9,0.1,0.2,0.4,1
7893,87,27.7,15.6,5,13.7,35.9,1.2,3.6,54.2,3.3,3.3,117.5,0.4,1.7,2.2,3,1.7,0,2,1
7894,34,10.3,2,0.8,1.9,40.4,0,0.1,13,0.4,0.5,70.3,1.3,0.7,1.6,0.2,0.3,0.3,0.3,1
7895,48,8.1,2.1,0.9,1.6,50.8,-0.8,-2.1,1.3,0.5,1.1,19,1,1.4,2.3,0.3,0.3,0.3,0.5,1
7896,67,13.7,4.2,1.6,2.9,53,-0.7,-1.9,-16.3,1.2,1.9,58.4,1.7,2.2,3.9,0.5,0.4,0.4,0.9,1
7897,55,13.1,5,2,3.5,54.7,0.1,0.2,12.2,1,1.6,61,1.5,2.5,4,0.3,0.2,0.3,0.7,1
7898,65,19.3,4.2,1.8,3.7,46.9,-0.2,-0.4,-6,0.6,1.1,59.6,1.7,3.4,5.7,0.3,0.3,2.5,0.5,0
7899,54,21.5,10.3,4.3,8.8,48.2,0.1,0.6,12.4,1.5,2.2,67.1,1.2,2.1,3.3,1.2,0.5,0.1,1.4,1
7900,59,26.6,13.2,5.7,11.8,50,-0.3,-0.4,8.3,2.4,3.2,80.5,3,3.5,6.5,1.7,1.2,0.5,2.2,0
7901,48,14.5,5.2,2.1,4.5,45.8,0.2,0.6,15.9,1.2,1.8,60.1,1,1.9,3,1,0.5,0.1,1,1
7902,37,9.8,2,0.8,2.6,32.1,-0.3,-0.5,-38.5,0.3,0.5,62.9,0.6,1.6,2.1,0.3,0.2,0.3,0.7,1
7903,91,19.1,10.6,3.9,9.1,41.8,0.1,0.2,13.5,2.7,3.3,83.5,1.8,2.3,4,3,0.6,0,2.2,1
7904,11,8.8,2,0.7,2.1,35.4,0.6,1.7,32.5,0.2,0.3,69.2,0.5,1.3,1.9,0.2,0.1,0.1,0.4,1
7905,52,7.3,2.2,0.9,1.9,46.1,0.1,0.5,28.3,0.4,0.4,80.5,0.1,0.8,0.9,1,0.1,-0.1,1.1,1
7906,56,12.6,5,2,4.2,44.7,0.1,0.5,20.8,0.9,1.4,63.3,1.3,2,3.2,0.6,0.2,0.2,1,1
7907,59,9,3.1,1.1,2.1,52.4,-0.1,-0.3,15.7,1,1.4,76.6,0.9,1.1,1.8,0.6,0.4,0.2,0.9,1
7908,81,28.6,8.6,3.5,7.7,43.9,0.3,1.1,4.5,1.7,2.9,62.3,1.6,4.4,6.1,0.8,0.4,0.4,1.3,1
7909,51,23.8,10.2,3.5,7.7,46.6,0.8,2.3,38.1,2.1,2.2,90.9,0.5,1.8,2.2,1.7,0.9,0.2,1.4,1
7910,59,11.4,5.1,2,4.3,44.9,-0.6,-1.5,-9.2,1.6,2.6,60.1,2.1,1.7,3.6,0.5,0.3,0.3,1.7,1
7911,47,14.8,5.3,2.3,4.8,47.8,0.3,1.1,31,0.5,0.8,62.6,0.6,2,2.8,1.7,0.6,0.1,0.7,1
7912,49,7.2,2,0.7,1.8,38.4,0.5,1.2,15.3,0.6,0.8,70.4,0.1,0.6,0.6,1.6,0.1,0,0.5,1
7913,73,15.3,3.3,1.6,3.2,47.8,-0.6,-1.5,-6.1,0.5,0.9,60.1,1.7,2.2,3.8,0.6,0.5,0.2,0.6,1
7914,60,24,11.8,4,8.2,48,0.9,2.5,31.8,3.1,3.9,79.9,0.7,2.1,2.6,5.4,1.9,0.5,3,1
7915,39,20.3,7.4,3.6,7.3,47.9,0.7,2.1,27,0.4,0.4,77.5,0.4,1.7,2,1.1,0.4,0.2,0.8,1
7916,78,10.6,3.5,1.2,2.8,41.2,0.5,1.3,31.4,0.8,1.1,72.2,0.4,0.7,1.1,2.2,0.9,0.2,1.1,0
7917,68,16.4,6.2,2.5,5,47.8,-0.1,0.1,24.4,1.6,2.4,66.5,1.6,1.5,2.9,1.5,1.1,0.3,1.3,1
7918,51,22.2,7.6,2.9,7.4,39.2,0.3,0.9,17.8,1.1,1.2,82.4,0.5,1.3,1.8,2.4,0.6,0.1,1.3,1
7919,53,14.9,4.2,1.7,3.5,50.6,0.2,0.5,17.3,0.6,0.7,72.9,1.3,1.6,3.1,0.8,0.6,0.2,0.6,1
7920,68,21,8.1,3.5,6.7,46.5,0,0,31.3,1.2,1.6,74,2.1,1.9,3.8,0.9,0.9,0.2,1.1,1
7921,64,8.6,3.2,1.1,2.7,45.6,0.2,0.6,17.7,1.1,1.4,80.1,0.5,0.8,1.4,0.4,0.1,-0.3,0.6,1
7922,59,13,5.7,2.1,4.6,48.7,0,0.1,1.7,1.6,2.6,63.4,1.6,1.5,2.8,1.6,0.8,0.5,1.1,1
7923,41,14.8,4.9,1.9,4.7,41.2,1,2.4,31.1,0.4,0.5,67.1,0.5,1.6,2,0.6,0.2,0.2,0.8,1
7924,64,23.3,6.2,2.7,5.1,51.3,-0.3,-0.7,23.6,1.1,1.8,65.5,1.3,2.1,3.3,1.2,0.6,0.3,0.9,1
7925,51,6.5,1.8,0.6,2,32.2,-0.5,-1.1,20.5,0.5,0.6,75.3,0.1,0.6,0.7,0.5,0.1,-0.5,0.6,1
7926,43,8.5,2.3,0.8,1.7,46,0.1,0.2,2.9,0.8,1.5,48.7,0.1,0.8,0.9,2.5,0.5,0.3,1.2,1
7927,99,42,16.2,6.5,11.3,59.5,0.4,0.7,25.2,2.5,3.4,73.2,3.8,6.9,10.8,2.5,1.3,1,3.2,1
7928,77,23,8.6,3.4,6.6,52,0.3,0.8,33.3,1.6,1.7,103.5,1.4,2.7,4.2,0.6,0.2,0.3,0.6,1
7929,36,10.8,2.8,1.1,2.1,52.5,0.4,0.6,5.3,0.3,0.5,55.3,0.9,2.2,3.1,0.2,0.2,0.3,0.4,1
7930,60,12.5,3.8,1.5,3.5,41.1,0.1,0.4,44.3,0.6,0.7,82.3,1,2.6,3.4,0.2,0.3,0.3,0.6,1
7931,80,27,11.1,4.6,8.4,55.8,0.3,1.2,20.9,1.2,2,69.4,1.7,2.7,4.6,0.7,0.9,0.3,0.8,1
7932,43,7.4,3.4,1.2,3,40.1,0.6,1.3,25.3,0.6,1.2,58.8,0.7,1.3,2,0.1,0.2,0.3,0.5,1
7933,68,23.3,11.6,4.3,8.5,49.1,0.6,1.8,48.9,2.3,3.1,76.8,1.3,2.6,4,1.7,0.6,0.5,1.7,1
7934,68,15.4,8.7,3.5,7.1,52,0,0,12.3,1,1.4,77.4,1,2.4,3.3,1.1,0.8,0.4,1.3,1
7935,54,8.2,2.3,0.8,1.7,46.7,0.2,0.6,-0.3,0.9,1.2,70.3,0.8,1.1,1.8,0.5,0.3,0.3,0.3,1
7936,87,21.5,5.2,2,5.1,39.8,0.7,1.7,39.9,0.8,1.2,70.5,0.8,1.7,2.6,2.9,0.5,0.1,1.6,1
7937,60,8.2,4.1,1.6,3.4,46.5,0,-0.1,28.5,1,1.4,67.8,0.6,0.7,1.2,1.3,0.6,-1.1,1,1
7938,58,24.5,6.6,2.8,5.5,49.5,0,0.4,37.1,1.1,1.3,82,0.5,2,2.6,4.9,1.2,0.3,1.5,0
7939,57,10.3,4.7,2,4.8,40.1,-0.1,-0.1,18.2,0.7,0.9,67.4,0.6,1.3,1.9,0.3,0.1,0.2,0.9,0
7940,46,9.4,4.5,1.9,4.7,40,-0.1,-0.1,6.7,0.6,0.9,67.3,0.8,0.6,1.3,0.7,0.4,0,0.6,1
7941,31,5.8,1.4,0.5,1.6,29.4,-0.2,-0.2,22.4,0.3,0.4,80.6,0.1,0.3,0.5,0.6,0.4,0.1,0.4,1
7942,40,8.5,2.5,1,1.9,50.9,-0.8,-2,-17.1,0.6,1,69.9,0.8,1.3,2.2,0.1,0.2,0.1,0.4,0
7943,74,21.2,3.9,1.5,4.1,39.8,0.5,1.5,33.1,0.5,0.8,62.2,0.5,2,2.6,2.3,0.9,0.5,1.3,1
7944,31,9.5,2.4,1.1,2.7,41.7,0.2,0.6,15.8,0.1,0.1,69.2,0.5,0.8,1.2,1.1,0.3,0,0.5,1
7945,56,20.8,3.7,1.3,3.3,41.9,0.4,1.5,27.4,0.8,1.1,77.4,0.5,2.1,2.5,2.3,0.9,0.3,1,0
7946,44,9.7,3.9,1.4,3.6,36.5,0.3,0.8,37,0.9,0.9,88.3,1.2,0.7,1.6,0.3,0.1,0.3,0.6,1
7947,79,32.4,13.1,5.3,11.9,46.5,0.9,3,20.6,1.6,2.3,76,1.3,3.6,4.9,1.8,0.6,0.4,1.7,0
7948,68,23.6,10.3,4.5,10.6,43.6,0.5,1.5,3.4,1.1,1.5,77.5,0.7,2.5,3.5,3.1,0.8,0.2,2.2,1
7949,60,12.9,7,2.9,4.8,58.3,-0.2,-0.5,-6.4,1.6,2.6,66.6,1,1.7,2.6,0.5,0.4,0.5,0.9,1
7950,62,11.8,2.4,1,2.1,45.2,0,0.1,19.9,0.3,0.5,65.2,0.6,1.2,1.9,1,0.3,0.2,0.4,1
7951,31,8.7,2.9,1,2.3,43.7,0,0,16.9,0.7,1,71.1,0.3,0.8,1,0.7,0.1,-0.4,0.4,1
7952,63,14.5,7.3,2.7,4.9,56.5,0,0.1,22.2,1.9,3.3,55.8,1.2,2.5,3.7,0.5,0.5,0.4,0.9,1
7953,16,4.8,1.6,0.6,1.5,39.2,0.2,1,16.1,0.4,0.5,81.2,0.2,0.3,0.5,0.2,0.3,-0.8,0.1,0
7954,91,18.9,7.1,3.2,5.4,56.7,-0.6,-1.4,-7.7,1.2,2.3,51,2.3,4.7,6.5,0.2,0.5,14.5,1.1,1
7955,87,33.7,13.1,4.6,11.9,37.2,1,3.1,25.1,3.1,3.8,83.6,0.5,1.8,2.5,5.8,1,0.2,2,1
7956,78,22.6,7.4,2.8,6,46.4,0,-0.2,17.5,2.2,3.3,67.1,1.5,2.1,3.5,1.7,1.3,0.3,1.2,1
7957,55,14.1,5.3,2.1,4.4,45.8,0.3,0.9,3.7,0.9,1.2,77,1.5,3.4,4.7,0.2,0.2,0.6,1,1
7958,75,27.9,8,3.4,7.3,48.5,-0.3,-0.5,15.2,1.8,2.7,65.1,2.1,4.1,6,2.2,0.8,0.8,1.8,1
7959,54,16.4,4.9,2.1,4.6,45.4,0.1,0.6,5.4,0.6,0.6,80.8,0.5,1.1,1.4,1.9,0.5,-0.3,1,1
7960,91,17.9,7.2,2.7,5.5,50.2,0.1,0,10.1,1.6,2.4,65.6,3.4,2.9,6.4,1.1,0.8,0.3,1.5,1
7961,59,12.5,4.2,1.4,3.6,39.7,0.6,1.8,43.2,1.3,1.9,63.7,0.2,1.1,1.4,1.8,0.5,0,0.9,0
7962,50,13.2,5.2,2,4.1,47.6,-0.1,-0.3,15.6,1,1.7,59.1,0.9,1.3,2.2,0.6,0.9,0.4,1.2,1
7963,30,5.4,1.6,0.6,1.5,38.8,0.4,0.9,21.6,0.3,0.5,58.9,0,0.3,0.4,0.4,0.2,-0.6,0.6,0
7964,26,13.2,3.7,1.2,3.7,33.8,1,2.9,34.6,0.6,0.6,84,0.1,1,1,1.7,0.6,-0.1,1,0
7965,84,32,9,3.4,7.5,46.5,0.6,1.9,33.7,1.9,2.7,69.3,1.3,3.5,4.8,3.4,0.9,0.3,1.5,1
7966,52,13.1,3.5,1.6,3.4,46.2,0,0.3,26,0.4,0.4,82.4,0.7,1.4,2.3,0.5,0.2,0.2,0.5,1
7967,73,26.2,10.8,5.2,12,44.1,0.2,0.8,-14.1,1,1.8,62.9,1,2.8,4.2,2.9,1.2,0.1,1.5,1
7968,63,24.5,8.3,2.9,6.4,43.7,0.5,1.4,10,2.2,3,68.7,1.1,3.5,4.7,2.3,0.7,0.5,1.7,1
7969,86,24.8,9.4,3.8,6.6,56,-0.2,-0.3,8.2,1.9,2.6,74.2,2.2,3.4,5.7,0.8,0.5,0.5,1.6,1
7970,52,8.8,2.4,0.9,2.7,33.6,0.1,0.6,10.9,0.3,0.5,64.2,0.3,0.3,0.6,2.4,0.6,-0.5,1.5,0
7971,75,24.5,7.2,2.8,5.9,48.7,0.6,1.2,42.8,0.9,1.2,78.4,0.8,2.2,3.2,2.7,1.1,-0.2,1.3,1
7972,81,21,6.2,2.5,4.8,50.9,0.5,1.4,30.8,0.9,1.5,64.7,0.9,3.4,4.2,1.3,0.3,0.4,1,1
7973,75,12.7,2.6,1.1,3,38,0.1,0.5,33.2,0.2,0.3,61.9,0.6,1.8,2.5,1,0.3,0.2,0.9,1
7974,42,10,2,0.7,2,36.5,0,0,6.6,0.5,0.6,78.1,0.6,1,1.5,0.5,0.3,0.1,0.8,1
7975,57,15.8,4.3,1.5,3.4,44.9,0.5,1.6,19.1,1,1.4,69.8,1,1.5,2.6,0.8,1,0.1,1,1
7976,52,13,3.6,1.5,3.7,41.7,0.1,0.2,23.2,0.4,0.6,66.6,0.2,1,1.4,2.5,0.7,0,1.2,0
7977,40,23.5,8.9,3.9,8.3,46.5,0,0.5,41.7,0.9,1.6,53.5,1.4,2,3.4,1.2,0.6,0.4,1.1,0
7978,56,35.6,15.8,6.6,15.8,40.4,-0.1,-0.1,-0.9,3.1,4.3,66.7,1.8,2.8,4.7,3.5,1.7,1.5,3,1
7979,39,5.3,1.1,0.4,1.2,38.2,0.2,0.8,-1.4,0.1,0.1,70.6,0,0.3,0.5,1.1,0.3,-1.2,0.2,0
7980,78,19.3,6.9,2.6,5.7,44.2,0.2,0.7,-5.9,2,2.6,77.7,1,1.5,2.6,0.9,0.7,-0.3,1.1,1
7981,34,10.3,3.1,1.1,2.7,41.2,0.5,1.4,37.5,0.5,0.8,62.6,0.2,0.7,0.9,1.7,0.8,0,0.8,1
7982,70,19.9,7.2,2.7,5.4,48.7,0.5,1.5,30.6,1.3,1.4,88.3,0.4,1.7,2.2,2.5,0.5,0.2,1.2,1
7983,47,12,2.6,1,2,48.6,-0.5,-1.4,-15.8,0.8,1.6,48.4,3,3.1,5.7,0.1,0.6,1.3,0.6,0
7984,57,5.8,1.3,0.5,1.2,41.6,0.2,0.4,8,0.2,0.3,76.5,0.2,0.6,0.8,0.2,0.1,0.3,0.3,1
7985,63,22.2,10.3,4.3,9.6,43.5,0.4,1.1,2.5,1.3,1.7,74.3,1.8,3.9,5,1.2,0.8,0.4,0.9,0
7986,64,24.1,7.4,2.8,6.4,44.8,0.5,1.3,15.7,1.4,1.8,77,1.9,2.8,5,1.2,0.7,0.3,1.5,1
7987,90,42,26,8.7,17.1,52.8,0.8,2.2,24.6,7,8.7,85,1.4,4.3,5.5,3.4,1.5,0.5,3.6,1
7988,71,25.7,8.2,3.3,6.2,51.7,0.6,1.5,37,1.1,1.9,53.1,1,2.3,3.3,2,0.7,0.2,1.8,0
7989,58,12.1,5.3,2.2,5.3,39.7,0.4,1.5,21.4,0.7,0.9,68.7,0.5,0.8,1.5,0.3,0.4,0.1,0.6,1
7990,70,20.7,8.9,3.5,7.1,48.7,0.4,0.7,25.1,1.9,2.5,71.5,1.1,2.7,3.6,1.4,1.1,1.3,1.3,1
7991,71,16.6,8.7,3.3,6.9,49.4,0.2,0.7,17,1.9,2.8,67.4,1.4,3,4.6,0.7,0.6,0.4,1.8,1
7992,60,13.7,4.3,2.2,4,53,-0.5,-1.5,-23.8,0.7,1.1,63,0.7,1.6,2.5,1,0.5,0.1,1.3,1
7993,98,45.1,12.4,4.8,10.8,45,1,2.5,66.9,1.4,1.6,92.2,0.4,3.4,3.4,3.9,1.3,0.3,2.3,1
7994,59,15.7,4.2,1.4,3.4,43.1,0.1,0.3,20.2,1.3,1.8,62.6,1.4,2.5,3.9,1,0.5,0.2,0.7,1
7995,90,33.2,15.4,6,11.9,52.2,1,2.6,27.9,1.9,1.9,97.8,1.4,2.8,4.1,2,1,0.4,1.9,1
7996,73,15.7,5.5,2,4,51.9,0.4,1.3,13.3,0.9,1.6,63.9,0.8,2.2,3.1,0.9,0.9,0.3,0.9,1
7997,65,11.6,4.5,1.6,2.5,58.7,0.1,0.4,27.1,1.5,1.9,72.2,1.3,1.8,3.1,0.3,0.4,0.3,0.5,1
7998,45,12,4.4,1.6,3.2,51.9,0.1,0.2,-5.2,1,1.2,75.6,1.3,2.3,3.4,0.3,0.1,0.2,0.5,1
7999,54,17.9,6.6,2.3,7.1,30.8,1.1,2.9,42.6,0.8,1,82,0.2,0.7,1,2.3,0.6,0.1,0.9,0
8000,93,32.1,14.9,6.2,13.6,47.6,0.5,1.4,26.3,1.9,2.4,77.9,2.5,3.1,5.2,2.1,0.7,0.2,1.3,1
8001,61,23.9,9.1,3.4,7.1,46.7,-0.2,-0.5,-15.4,2.6,3.8,67.3,1.4,2.8,4,2.3,1,0.4,2.6,0
8002,53,10.5,4,1.2,3.4,33.7,0.4,1.1,28.8,1.4,2,69.4,0.4,0.7,1,1.5,0.5,-0.3,1.3,1
8003,65,32,8.8,3.9,7.3,52.5,0.3,0.7,19.3,0.8,1.3,65.1,1.9,4.7,6.6,1.1,1,1,1.2,1
8004,70,38.6,16.9,6.1,16.8,32.5,1.2,3.5,50.5,2.4,3,83.1,0.7,1.5,2.3,5.1,1.4,0.2,2.4,1
8005,73,13.5,3,1.1,2.8,41.2,0.2,0.9,22.1,0.2,0.4,69.8,0.7,1.2,1.8,0.7,0.6,0.1,0.4,1
8006,39,8,1.8,0.8,2.4,35.9,0.2,0.3,44,0.1,0.1,71.8,0.3,0.8,1,0.4,0.1,0.4,0.3,1
8007,71,21.7,8.6,3.6,8.5,43.2,0.2,0.9,16,1.1,1.6,71.9,0.3,1.2,1.4,3.8,1.6,0,2,1
8008,56,8.1,1.4,0.6,1.4,44.3,-0.6,-1.6,-28.2,0.2,0.3,63.4,1.1,1.3,2.4,0,0.1,-0.2,0.2,0
8009,73,17.9,6.8,2.9,6.2,48.3,0.3,1.1,18.8,0.7,1.1,62.7,0.4,1.7,2,2.3,0.8,-0.2,1.5,1
8010,88,49.4,15.9,6.3,12.5,50.2,0.8,2.5,21.7,2.5,3.7,64.3,1.9,5.6,7.8,6,2.1,0.5,2.6,1
8011,49,12.5,5.4,1.9,4.6,42.3,-0.1,-0.1,3.5,1.4,1.9,68.4,0.9,1.4,2.2,1.2,0.8,0.2,0.8,1
8012,42,10.2,2.1,0.8,2.2,37.1,-0.4,-0.7,-15.3,0.6,1.2,35,1,1.1,2,0.9,0.4,0.1,1,1
8013,32,11.2,3.2,1.2,3.5,34.7,0,-0.1,16.1,0.9,1.5,58.5,0.6,1.4,2,1.9,0.4,0.1,1.1,0
8014,88,9.1,3.5,1.5,2.7,54.2,-0.4,-1.1,8.8,0.8,1.2,63.2,0.4,1.3,1.7,0.6,0.1,0.2,0.9,1
8015,59,6.6,2.8,1,3.2,32.3,-0.1,-0.2,28.4,0.6,0.6,97.7,0.1,0.5,0.6,0.5,0.2,-0.3,0.8,0
8016,70,15.8,6.9,2.6,5.9,43.9,0.1,0.2,1.2,1.5,1.9,78.2,0.9,2.5,3.3,0.8,0.3,0.5,1.5,1
8017,68,13.5,8.1,3.2,6.5,48.5,-0.1,0,20.8,1.6,2.4,69.5,0.6,1,1.8,1.8,0.9,0,1.3,1
8018,62,19.8,9,3.6,7.5,47.8,0.3,0.8,42.8,1.5,2.1,71.5,1.1,2.1,3.2,1,0.5,0.3,0.9,1
8019,61,20.3,6.5,2.5,5.7,43.7,0.3,0.9,38.8,1.3,1.7,77.5,0.6,1.6,2.2,2.3,0.8,0,0.8,1
8020,66,15.4,3.1,1.1,2.8,39.1,0.1,0.5,20.4,0.6,1.1,58.5,1,1.9,2.9,1.2,0.8,0.2,0.9,1
8021,46,13.7,6.2,2.3,4.9,47.3,0.6,1.9,22.4,0.9,1.3,76.3,0.8,1.8,2.6,1.3,0.3,0.3,1.4,0
8022,79,17.6,9.6,3.2,8.3,38.9,0.5,1.6,42.9,2.4,3.1,79.9,0.1,0.9,1,3.8,1.3,-0.1,2.3,1
8023,83,25,10,3.8,9.1,42.1,0.5,1.5,13.5,1.8,2,92.1,1.1,2.6,3.9,1.1,0.6,0.2,0.9,0
8024,44,12.5,4,1.3,3.6,35.2,-0.3,-0.2,9.6,1.4,1.8,73.1,1,1.1,2,1.1,0.5,0.2,1.2,1
8025,79,21.1,7,3,6.1,49.1,0.1,-0.2,25.7,1.1,2.1,48.7,1.9,3,4.8,1,0.4,0.4,1.3,1
8026,46,21.7,9.6,3.9,8.6,45,0.5,1.2,20.1,1.4,1.8,76.2,1.6,4.1,5.6,0.7,0.4,0.4,1.3,1
8027,71,20.4,7.5,2.9,8.2,33.7,1,3.2,25.9,0.9,0.8,116,0.3,1.4,1.6,2.4,0.6,-0.2,1.1,1
8028,68,13.3,6.2,2.9,6.3,45.5,-0.1,-0.1,17.6,0.7,0.9,67.5,1.1,2.5,3.7,1.1,0.3,0.3,0.9,1
8029,68,18.6,12.8,4.7,9.6,50,0.3,0.9,9,2.4,3.4,69.8,1.5,2.4,3.9,0.5,0.6,0.5,1.8,1
8030,41,8.8,2.1,0.7,1.6,48.2,0.1,0.1,-15.1,0.5,0.7,66.7,0.7,1.3,2.1,0.2,0.2,0.3,0.6,1
8031,66,18.2,6.8,2.5,7,36.2,0.6,2,24.8,1.1,2,60.2,1.1,3.6,4.7,1.4,0.7,1.7,1.5,0
8032,36,10.2,4.6,2,3.8,51.6,0.2,0.4,1.4,0.5,0.6,74.5,0.5,1.1,1.7,1,0.4,-0.1,0.7,1
8033,40,17.6,5.9,2.4,6,41.5,0.4,1.1,14.7,0.8,1.4,61.8,0.5,1.5,2.1,1.5,1,0.1,1.2,1
8034,77,23.7,7.1,2.7,5.8,47.3,-0.1,-0.2,0.2,1.7,3,58.5,1,1.8,3,3.3,1.5,0.6,1.7,1
8035,62,9.2,2.4,1,2,49.2,0.5,1.2,43.6,0.3,0.4,66.7,0.1,0.8,0.9,0.7,0.2,0,0.6,1
8036,38,9.1,3.5,1.7,3.1,48.9,-0.1,-0.3,21.3,0.4,0.6,65.7,0.3,0.7,1.1,1,0.5,-0.5,0.6,1
8037,63,18.7,6.2,2.3,4.6,52.1,0.8,2,56.4,0.8,1.1,77.4,1.1,2.8,3.7,1.4,0.5,0.4,0.6,1
8038,54,10.4,2.8,1,2.2,47.9,-0.1,-0.1,17,0.8,1.1,71,0.9,1.1,2,0.3,0.5,0.2,0.3,1
8039,43,14.2,9.5,3.6,8.2,44.2,0.6,1.5,5.1,1.8,2.7,61.3,1.8,1.1,2.6,0.5,0.5,0.2,0.8,1
8040,78,14.5,4.2,1.5,3.6,39.2,0.2,0.5,4.7,1.1,1.5,69.3,1,2.2,3.2,1.4,0.5,0.5,1.4,1
8041,60,17.7,6.4,2.6,5.5,45.2,0.2,0.7,16.9,1.7,2.4,72,1,1.7,2.6,0.7,0.8,0.2,0.9,1
8042,59,18.1,6.6,2.8,5.5,52.9,-0.1,-0.4,0.9,0.9,1.2,71.9,2,2,4.2,0.3,0.4,0.3,0.8,1
8043,56,9.4,3.1,1.1,2.9,38.3,0.2,0.7,-15.5,0.8,1.3,67.6,0.3,0.8,1.2,0.9,0.3,0.1,1,1
8044,95,35.5,14.7,5.7,12.4,44.4,0.7,1.9,28.2,2.3,2.9,88.2,2.7,4.9,7.6,2.6,1.4,0.8,2.3,1
8045,76,28.8,9.5,3.7,8.4,43.9,0.1,0.5,22.6,1.6,2.3,78,1.2,2.7,3.8,2.8,0.6,0.2,1.5,1
8046,66,34.9,13.2,5,11.3,44.7,0.8,2.3,32.4,1.9,2.3,83.1,0.6,3.2,3.4,4.3,1,0.2,2.3,0
8047,25,6.6,2.3,1,2.2,43.6,0.3,0.9,6,0.3,0.5,53.6,0.3,0.6,0.9,0.7,0.4,-0.7,0.7,0
8048,88,22.1,7.8,2.6,4.8,53.4,0.4,0.6,8.6,2.7,3.3,79.2,1.7,3.4,5.1,1.7,0.7,0.5,1.7,1
8049,83,33,16.5,6.5,14,47,0.5,1.2,21.6,3.2,4.1,81.7,1.3,3.4,4.5,3.1,0.6,0.4,2.8,1
8050,63,26.9,10.4,4.3,9.3,44.9,0.9,2.4,39.8,1.5,2.4,60.3,1.1,2.4,3.7,0.9,1.2,0.4,0.7,1
8051,64,26.1,7.3,2.5,6.4,41.2,0.7,2,41.5,1.1,1.3,97.2,1.2,2.9,4.2,0.9,0.9,0.4,1.2,1
8052,35,5.8,1.5,0.7,1.6,44.1,-0.3,-0.7,-9.7,0.2,0.3,53.2,0.6,0.7,1.2,0.3,0.2,0.2,0.4,1
8053,74,19.4,7.2,2.8,7.1,38.5,0.1,0.4,20.8,1.6,2.4,69.7,1.9,2,3.7,1.1,0.5,0.4,1.3,1
8054,50,12.5,5.8,2.2,4.2,50.9,0.4,1,30.2,0.9,1.5,64,1.2,1.4,2.5,0.9,1,0.2,0.6,1
8055,40,20.3,9.1,3.6,10.2,33.9,0.4,1.5,21.2,1.4,2,68,0.7,1.7,2.4,2.9,1.3,0.2,2.2,1
8056,64,8.4,2.4,0.8,1.8,47,0.1,0.2,-5.6,0.6,0.9,68,0.7,1.5,2.2,0.5,0.2,0.2,0.3,1
8057,70,14.4,7.4,3.1,6.5,46.8,0.3,1.1,2,1.1,1.4,81,1.7,1.7,3.4,1.4,0.5,0.3,1.1,1
8058,75,24.1,8.8,3.4,6.9,48.4,0.5,1.8,7.2,1.6,1.9,80.7,0.9,1.9,2.8,2.7,1.5,0.3,1.8,1
8059,54,10.6,3.2,1.4,2.8,51,-0.6,-2,-1.5,0.6,0.9,68.9,1.4,3,4.4,0.4,0.1,0.4,0.7,1
8060,61,13.5,4.5,1.7,3.6,46.4,0.3,0.7,4.2,1.3,1.6,75.3,1.1,1.3,2.5,0.5,0.4,0.2,0.8,1
8061,35,6.9,2.4,0.9,2.4,37.2,0.9,2.5,61.5,0.2,0.3,74.5,0.1,0.3,0.4,1.8,0.4,-0.5,0.3,1
8062,59,12,5.5,2.1,4.7,45,0.5,1.4,30.9,0.8,1.1,69.2,0.2,0.7,0.9,0.6,0.6,0.1,0.9,1
8063,90,27.5,9.2,3.4,8.4,39.5,0.5,1.7,24.5,1.7,2.2,77.7,1.6,4,6,1.7,1,0.4,2,1
8064,46,7.3,2.2,1,1.9,49.6,-0.4,-1.2,-4.8,0.4,0.8,56.5,1.1,1.8,2.9,0.1,0.2,0.2,0.4,1
8065,45,16.4,3.9,1.2,3.4,36.8,0.4,1.2,27.2,1.1,1.8,65.3,0.8,1,2,3,1.5,0.1,1.1,1
8066,65,22.8,11.2,4.7,10.2,46,0.2,0.8,16.9,1.8,1.9,89.5,1.7,2.5,4.4,0.7,0.4,0.3,0.8,0
